article_id,text,lang,truth
3800,"#News
US Representative #JosephKennedy III has been defeated in his bid to become senator for Massachusetts. 
The g https://t.co/RJJnxemuJD",en,Fake
3801,"RT @GouravVallabh: ą¤®ą¤¾ą¤Øą¤Øą�€ą¤Æ @DrRPNishank ą¤�ą�€, ą¤†ą¤Ŗą¤•ą�‡ ą¤¹ą¤  ą¤•ą�‡ ą¤°ą��ą¤¯ą¤¾ą¤Ø ą¤­ą�€ ą¤† ą¤—ą¤Æą�‡ | ą¤®ą��ą¤‚ ą¤Øą¤æą¤°ą¤‚ą¤¤ą¤° ą¤‡ą¤Øą�¨ą¤¹ą�€ ą¤›ą¤¾ą¤¤ą�¨ą¤°ą�‹ą¤‚ ą¤•ą�€ ą¤†ą¤µą¤¾ą¤�ą¤¼ ą¤‰ą¤ ą¤¾ ą¤°ą¤¹ą¤¾ ą¤�ą¤¾ ą¤�ą�‹ ą¤•ą¤² JEE Mains ą¤•ą�‡ ą¤Ŗą¤°ą�€ā€¦",hi,Fake
3802,RT @Bulletp76088648: @Swamy39 @jagdishshetty,und,Fake
3803,RT @Bulletp76088648: @Swamy39 @jagdishshetty,und,Fake
3804,Fhir aab samje aap jee neet ke students ke pareshane,hi,Fake
3805,RT @Bulletp76088648: @Swamy39 @jagdishshetty,und,Fake
3806,RT @Bulletp76088648: @Swamy39 @jagdishshetty,und,Fake
3807,"@GaganPratapMath #SpeakUpForSSCRailwayStudents
#SSCdeclareCGLresult
#BoycottSSCchairmain 
@PMOIndia 
Sudhar jao SSC… https://t.co/Pscs2MIiyz",hi,Fake
3808,"@GaganPratapMath #SpeakUpForSSCRailwayStudents
#SSCdeclareCGLresult
#BoycottSSCchairmain 
@PMOIndia 
Sudhar jao SSC… https://t.co/nn0uonDyCf",hi,Fake
3809,"#JEE2O2O
#JEENEET
#JEEMains2020
#JEE",und,Fake
3810,@PMOIndia @DrRPNishank @MamataOfficial @EduMinOfIndia @DG_NTA,und,Fake
3811,"RT @Shreyatweets02: JEE MAINS DAY-2 
ION digital centre, patliputra,Bihar
#SpeakUpforSSCRailwaysStudends #StudentLivesMatter #JEEMain https…",in,Fake
3812,"RT @itsmansi16: #POSTPONEJEE_NEET 
#PostponeJEEAndNEET
#JEEMain
#JEENEET https://t.co/UilJIFRL9Q",und,Fake
3813,RT @NaveenSarojYada: #StudentsDislikesModi #SpeakUpForSSCRailwaysStudents #SpeakUpForSSCRailwayStudent #SpeakUpForSSCRailwaysStudent #Mann_…,und,Fake
3814,@11Petitioners,und,Fake
3815,"RT @sameersahuji26: #PostponeJEEAndNEET
@LicypriyaK @DrRPNishank 
@Swamy39 @narendramodi @msisodia @MamataOfficial @Prateek48306957 @nidhii…",und,Fake
3816,RT @LSavour: Sir @HemantSorenJMM aapko nhi lgta ye galat ho rha hai. Khi n khi ye lower class se academic year ke nam me career se khilwad…,hi,Fake
3817,RT @BorahRupam1728: #PostponeJEEAndNEET https://t.co/SyZcRuFCmv,und,Fake
3818,"RT @Aniket37881354: Where are your SOPs @DrRPNishank 
 #JEE Ion digital Aurangabad Maharashtra
.
.
@anubha1812 
@11Petitioners 
@Prateek483…",tl,Fake
3819,"#StopPrivatization_saveGovjob 
#speakUpforSscRalwaystudents 
#SpeakUpForUPSSSCStudents 
#BpscAeCivilResult2017… https://t.co/pOfyUFxsxh",und,Fake
3820,RT @Bulletp76088648: @Swamy39 @jagdishshetty,und,Fake
3821,"Sir plz help krdo clg fee pay nhi hua hai, clg wale nikal denge mujhe agr maine clg fee pay nhi kiya to, aur agr me… https://t.co/vlwMUtOy7K",et,Fake
3822,"RT @LogPavan: #HBDPawanKalyan

Jeevithamlo edhaina sadinchi naa inspiration Pawan Kalyan anna Ani garvanga cheppali Ani na korika naa korik…",tl,Fake
3823,RT @Bulletp76088648: @Swamy39 @jagdishshetty,und,Fake
3824,"#SpeakUpforSSCRailwaysStudends 
#JEEMain",und,Fake
3825,"@LicypriyaK 
@Swamy39 
@narendramodi 
@PMOIndia 
@11Petitioners 
@DrRPNishank 
#PostponeNEETJEE_Today",und,Fake
3826,RT @Bulletp76088648: @Swamy39 @jagdishshetty,und,Fake
3827,RT @LSavour: Sir @HemantSorenJMM aapko nhi lgta ye galat ho rha hai. Khi n khi ye lower class se academic year ke nam me career se khilwad…,hi,Fake
3828,Population kam karne ki ninja technique,pl,Fake
3829,@JonwalAmit @CarryMinati @lakshayhere @Bhuvan_Bam JEE NEET jaisa tabadtod kaam SSC me ho jae to saheb ki kripa ho j… https://t.co/1eAeVqLbrD,hi,Fake
3830,@danveerKARNA007 @iAnkurSingh @JournoAshutosh Dekh bhai kya like kha h fir se acche se pichli baar se bas 10-15% hi… https://t.co/3MsxOZKwxC,et,Fake
3831,RT @Bulletp76088648: @Swamy39 @jagdishshetty https://t.co/CS91cKI5ge,und,Fake
3832,"@MartijnFrancis 13 minuten! Oh jee, ik zie dit nu inderdaad staan. Ik heb de screenshot vergeleken met de daadwerke… https://t.co/DOP2Ta2wX8",nl,Fake
3833,"@CareerwillApp #SpeakUpForSSCRailwayStudents
#SSCdeclareCGLresult
#BoycottSSCchairmain 
@PMOIndia 
Sudhar jao SSC..… https://t.co/y82BqCBcLx",hi,Fake
3834,"RT @Shreyatweets02: JEE MAINS DAY-2 
ION digital centre, patliputra,Bihar
#SpeakUpforSSCRailwaysStudends #StudentLivesMatter #JEEMain https…",in,Fake
3835,"RT @Shreyatweets02: JEE MAINS DAY-2 
ION digital centre, patliputra,Bihar
#SpeakUpforSSCRailwaysStudends #StudentLivesMatter #JEEMain https…",in,Fake
3836,"#SpeakUpforSSCRailwaysStudends 
#SpeakUpforSSCRailwaysStudends 
#NoJob_NoVote",und,Fake
3837,aku kan dulu baru kawin pon selalu hint suami ape ape kalau nak ape ape tapi serious laki tak paham hahahahha so se… https://t.co/FrWHJTBVHq,in,Fake
3838,RT @NaveenSarojYada: #StudentsDislikesModi #SpeakUpForSSCRailwaysStudents #SpeakUpForSSCRailwayStudent #SpeakUpForSSCRailwaysStudent #Mann_…,und,Fake
3839,RT @Bulletp76088648: @Swamy39 @jagdishshetty,und,Fake
3840,@Swamy39 @LicypriyaK @anubha1812,und,Fake
3841,#SpeakUpForSSCRailwayStudents,und,Fake
3842,"RT @Shreyatweets02: JEE MAINS DAY-2 
ION digital centre, patliputra,Bihar
#SpeakUpforSSCRailwaysStudends #StudentLivesMatter #JEEMain https…",in,Fake
3843,"RT @Shreyatweets02: JEE MAINS DAY-2 
ION digital centre, patliputra,Bihar
#SpeakUpforSSCRailwaysStudends #StudentLivesMatter #JEEMain https…",in,Fake
3844,@LicypriyaK,und,Fake
3845,"Og God!
#StudentsLivesMatter",da,Fake
3846,"RT @nayahaiwah: #JEEMains #JEEMain #Resign #postponeNEET
Laude ka SOP/Social distancing bhenchod, matlab baithke chutiya hume tum, ek centr…",hi,Fake
3847,RT @NaveenSarojYada: #StudentsDislikesModi #SpeakUpForSSCRailwaysStudents #SpeakUpForSSCRailwayStudent #SpeakUpForSSCRailwaysStudent #Mann_…,und,Fake
3848,Jetzt auch Jeep Trekking E-Bikes erhältlich https://t.co/Y3lriyLpEC,de,Fake
3849,RT @Bulletp76088648: @Swamy39 @jagdishshetty,und,Fake
3850,"@RaMoSirOfficial #SpeakUpForSSCRailwayStudents
#SSCdeclareCGLresult
#BoycottSSCchairmain 
@PMOIndia 
Sudhar jao SSC… https://t.co/H8JiqfkaQ9",hi,Fake
3851,"@CareerwillApp #SpeakUpForSSCRailwayStudents
#SSCdeclareCGLresult
#BoycottSSCchairmain 
@PMOIndia 
Sudhar jao SSC..… https://t.co/1yUvXPNxSF",hi,Fake
3852,@Swamy39 @vhsindia @ArvindChaturved @jagdishshetty,und,Fake
3853,"Wah modi Wah
Wah tere bhakts Wah",hi,Fake
3854,"RT @VandanaYADUVAN8: @HemantSorenJMM @DC_Ranchi @BannaGupta76 #jee k jaise #NEET ko v  6 - 12 shift me krwa dijiye km se km
Nhi to matam k…",ht,Fake
3855,RT @Bulletp76088648: @Swamy39 @jagdishshetty,und,Fake
3856,@LicypriyaK @PMOIndia Plz modi ji se baat kre abi bi time h exam postpone kr de ye mental stress ni jhela ja rha pllzzzz postone neet jee,ht,Fake
3857,"@UNHumanRights @EduMinOfIndia @narendramodi @WHO @Swamy39 
#postponeNEETandJEE 
#StudentsLivesMatter",und,Fake
3858,@aestheticg112 Jee,und,Fake
3859,"RT @BaijuKu96572787: #SpeakUpforSSCRailwaysStudends 
#JEEMain",und,Fake
3860,RT @Bulletp76088648: @Swamy39 @jagdishshetty,und,Fake
3861,NTPC Exam Date,nl,Fake
3862,RT @Vikash95646233: #SpeakUpforSSCRailwaysStudends #epfo_ssa_skilltest #SSCdeclareCGLresult @socialepfo @all_epf @PMOIndia @LabourMinistry…,und,Fake
3863,"RT @Shreyatweets02: JEE MAINS DAY-2 
ION digital centre, patliputra,Bihar
#SpeakUpforSSCRailwaysStudends #StudentLivesMatter #JEEMain https…",in,Fake
3864,"RT @Shreyatweets02: JEE MAINS DAY-2 
ION digital centre, patliputra,Bihar
#SpeakUpforSSCRailwaysStudends #StudentLivesMatter #JEEMain https…",in,Fake
3865,"RT @Shreyatweets02: JEE MAINS DAY-2 
ION digital centre, patliputra,Bihar
#SpeakUpforSSCRailwaysStudends #StudentLivesMatter #JEEMain https…",in,Fake
3866,@MamataOfficial,und,Fake
3867,Modi jee ek baar student ki bhi sun lijiye.#SpeakUpforSSCRailwaysStudends,hi,Fake
3868,"@11Petitioners @DG_NTA Ye #JEE  ka haal Aisa hai , toh socho #NEET ka kya hoga 15.97 lac students + there parents a… https://t.co/YaBBSUkeS1",tl,Fake
3869,RT @Bulletp76088648: @Swamy39 @jagdishshetty,und,Fake
3870,@Gaagni13 2-3 aur chize Sochi hai pr abhi toh jee ke liye hi padh rha,hi,Fake
3871,"RT @Shreyatweets02: JEE MAINS DAY-2 
ION digital centre, patliputra,Bihar
#SpeakUpforSSCRailwaysStudends #StudentLivesMatter #JEEMain https…",in,Fake
3872,"RT @berozgarpragati: #SSCdeclareCGLresults 
#SSCdeclareCGLresult 
#SpeakUpForSSCRailwaysStudents 
#SpeakUpForSSCRailwayStudents",und,Fake
3873,RT @RajAgra64109984: @Alokmittal_ @ANI @DG_NTA @DrRPNishank @aajtak @ABPNews @ndtvindia @nidhiindiatv @ndtv @PTI_News @narendramodi @NayakR…,hi,Fake
3874,@taapsee logon ko sachai dekhane wali aur spineless kehne wali miss Tapsee urf chaaplus of Bollywood gang yeh janta… https://t.co/SVlfgGqj8c,hi,Fake
3875,RT @Bulletp76088648: @Swamy39 @jagdishshetty https://t.co/CS91cKI5ge,und,Fake
3876,"RT @lordruth123: UAE wale concern hai hamare liye.
But chai wale kaka toh pokhu ki poem sunne Mein busy hai",hi,Fake
3877,"RT @bhakth_desh: Guys promise your self kal jee jaan laga denge

Kal poster,parson MV Anne wala hai  @imrealasim bhai ka ......",et,Fake
3878,@Swamy39,und,Fake
3879,"RT @Shreyatweets02: JEE MAINS DAY-2 
ION digital centre, patliputra,Bihar
#SpeakUpforSSCRailwaysStudends #StudentLivesMatter #JEEMain https…",in,Fake
3880,RT @Apurva2318: #JEENEET #JEEMain #NEET2020 #NEETJEEpostponekaro https://t.co/ka18LQYhdZ,und,Fake
3881,"Venue- Ion Digital Zone , Patliputra,Patna,Bihar
Time- 12:16 pm

RIP IN ADVANCE #NEET WALO
 https://t.co/v17bPdFNXk",in,Fake
3882,RT @Bulletp76088648: @Swamy39 @jagdishshetty,und,Fake
3883,RT @Raju28725112: Are @DrRPNishank @DG_NTA sahab....ye haal hai aapke JEE ka...jisme itne Kam bacche ek shift me...sochiye 16 lakhs NEET ke…,hi,Fake
3884,"RT @gauaadmi: Venue- Ion Digital Zone , Patliputra,Patna,Bihar
Time- 12:16 pm

RIP IN ADVANCE #NEET WALO
 https://t.co/v17bPdFNXk",in,Fake
3885,"@DrRPNishank sir live aake please btaiye ki jee me itne bacho ne exam skip kiya uski zimmedaari aap lenge??
Kon hai silent majority??",tl,Fake
3886,RT @LSavour: Sir @HemantSorenJMM aapko nhi lgta ye galat ho rha hai. Khi n khi ye lower class se academic year ke nam me career se khilwad…,hi,Fake
3887,"Irene casual set ni 100% cotton, kain best! cantikkk je bila pakai minimal &amp; simple jee hehe https://t.co/YFhMAtoyi1",in,Fake
3888,"@JyotisRamesh @raysofLIGHT11 @ThePrintIndia Sir aaj mera exam tha, socha JEE clear krlu, but aapki SOP to topi nikl… https://t.co/Ynmy2O7Bcv",in,Fake
3889,@DrRPNishank,und,Fake
3890,"RT @Aniket37881354: Where are your SOPs @DrRPNishank 
 #JEE Ion digital Aurangabad Maharashtra
.
.
@anubha1812 
@11Petitioners 
@Prateek483…",tl,Fake
3891,"RT @Shreyatweets02: JEE MAINS DAY-2 
ION digital centre, patliputra,Bihar
#SpeakUpforSSCRailwaysStudends #StudentLivesMatter #JEEMain https…",in,Fake
3892,RT @LSavour: Sir @HemantSorenJMM aapko nhi lgta ye galat ho rha hai. Khi n khi ye lower class se academic year ke nam me career se khilwad…,hi,Fake
3893,RT @rashiichoudhary: #PlzSaveUs_NEETpostpone_ModiJi,und,Fake
3894,"RT @Shreyatweets02: JEE MAINS DAY-2 
ION digital centre, patliputra,Bihar
#SpeakUpforSSCRailwaysStudends #StudentLivesMatter #JEEMain https…",in,Fake
3895,RT @Bulletp76088648: @Swamy39 @jagdishshetty,und,Fake
3896,"RT @Shreyatweets02: JEE MAINS DAY-2 
ION digital centre, patliputra,Bihar
#SpeakUpforSSCRailwaysStudends #StudentLivesMatter #JEEMain https…",in,Fake
3897,RT @neetaspirant_: @DrPramodPSawant Exams krwane k liyee GOA READY HAI FOR NEET AND JEE.. CM SIR THODII C TOH SHRM KROO NEET VALOO PAY RAJN…,in,Fake
3898,RT @LSavour: Sir @HemantSorenJMM aapko nhi lgta ye galat ho rha hai. Khi n khi ye lower class se academic year ke nam me career se khilwad…,hi,Fake
3899,"RT @Shreyatweets02: JEE MAINS DAY-2 
ION digital centre, patliputra,Bihar
#SpeakUpforSSCRailwaysStudends #StudentLivesMatter #JEEMain https…",in,Fake
3900,"Ab yeh hi dekhna baaki bacha tha...
@DrRPNishank @DG_NTA  kab Tak chalega yeh sab.. 
We want resignation of… https://t.co/YqxH9TZ5PO",hi,Fake
3901,"#POSTPONEJEE_NEET
.......",und,Fake
3902,#SpeakUpforSSCRailwaysStudends  kaan to kholo modi jee.....exam ka date nikalo,tl,Fake
3903,RT @Bulletp76088648: @Swamy39 @jagdishshetty https://t.co/CS91cKI5ge,und,Fake
3904,RT @StudyUmang: #Speakupforsscrailwaystudents,und,Fake
3905,"RT @Shreyatweets02: JEE MAINS DAY-2 
ION digital centre, patliputra,Bihar
#SpeakUpforSSCRailwaysStudends #StudentLivesMatter #JEEMain https…",in,Fake
3906,@DrPramodPSawant Sir aap toh samjho hanari halat q hame neet jee dena jaroori hai abhi isi waqt??? Upar se hum toh… https://t.co/EZWyN9PfKd,hi,Fake
3907,@TopRadioES @RosaLopezFCO @FCO_Bustamante @fanorejaleire @EMContigoEsp Que pedazo bachata #Desdequetevi… https://t.co/DFTOojKvby,es,Fake
3908,"@ZeeNews @sudhirchaudhary @sudhirchaudhary kitna giroge ??
Ye sab Rajneeti h, Rajneeti to tum kar rahe ho. Vo 17-18… https://t.co/RFC37V4rVe",hi,Fake
3909,"RT @Alokmittal_: Ab yeh hi dekhna baaki bacha tha...
@DrRPNishank @DG_NTA  kab Tak chalega yeh sab.. 
We want resignation of @DrRPNishank i…",hi,Fake
3910,@11Petitioners @anubha1812 @DrAsh_Mahendra @VKVishnoi2 @Swamy39,und,Fake
3911,@MamataOfficial,und,Fake
3912,Youth pr bhi dhyan do sir jee,hi,Fake
3913,"RT @Alokmittal_: Ab yeh hi dekhna baaki bacha tha...
@DrRPNishank @DG_NTA  kab Tak chalega yeh sab.. 
We want resignation of @DrRPNishank i…",hi,Fake
3914,Major lapses during JEE Mains exam in kota rajasthan Corona positive student reached the examination center and the… https://t.co/O1hHoclQcQ,und,Fake
3915,#PostponeNEET_JEEinCovid,und,Fake
3916,@11Petitioners @anubha1812 @hisunil,und,Fake
3917,RT @Bulletp76088648: @Swamy39 @jagdishshetty https://t.co/CS91cKI5ge,und,Fake
3918,"Modi ji aapke mann ki baat se jyada important students ka bhavishay hai 
#SpeakUpForSSCRailwaysstudents… https://t.co/7yEWNb34up",hi,Fake
3919,RT @Bulletp76088648: @Swamy39 @jagdishshetty,und,Fake
3920,"@rashtrapatibhvn 
@DrRPNishank 
#PostponeNEETJEE_Today",und,Fake
3921,"#RIPNTA
#JEEMain
#NEET",und,Fake
3922,Piyush goal jee aap se request hai ki aap baata dijiye railway ka exam kab hoga.ya nahi hoga sab naijwaan Barbad ho gya .,in,Fake
3923,"RT @Shreyatweets02: JEE MAINS DAY-2 
ION digital centre, patliputra,Bihar
#SpeakUpforSSCRailwaysStudends #StudentLivesMatter #JEEMain https…",in,Fake
3924,@aajtak Sir jee aap log kyo nahi dikha rahe hai #SpeakUpforSSCRailwaysStudends,hi,Fake
3925,"RT @Alokmittal_: Ab yeh hi dekhna baaki bacha tha...
@DrRPNishank @DG_NTA  kab Tak chalega yeh sab.. 
We want resignation of @DrRPNishank i…",hi,Fake
3926,RT @rashiichoudhary: Yes #PlzSaveUs_NEETpostpone_ModiJi,und,Fake
3927,"RT @Shreyatweets02: JEE MAINS DAY-2 
ION digital centre, patliputra,Bihar
#SpeakUpforSSCRailwaysStudends #StudentLivesMatter #JEEMain https…",in,Fake
3928,RT @VivekKu93767562: #SpeakUpforSSCRailwaysStudends  kaan to kholo modi jee.....exam ka date nikalo,tl,Fake
3929,"RT @_iammansisingh_: #RIPNTA
#JEEMain
#NEET",und,Fake
3930,"RT @Shreyatweets02: JEE MAINS DAY-2 
ION digital centre, patliputra,Bihar
#SpeakUpforSSCRailwaysStudends #StudentLivesMatter #JEEMain https…",in,Fake
3931,"Respectable prime minister modi jee aap 50ys cross kr rhe h, aapko estipha de dena chahiye.@PMOIndia",ht,Fake
3932,RT @rashiichoudhary: #PlzSaveUs_NEETpostpone_ModiJi,und,Fake
3933,RT @SahilBh27619517: Godi media,in,Fake
3934,"#StopPrivatisation_SaveGovtJob
 Berojgari hatao 
Desh YUVA ro Raha hai
# Modi jee",hi,Fake
3935,RT @Bulletp76088648: @Swamy39 @jagdishshetty,und,Fake
3936,RT @Bulletp76088648: @Swamy39 @jagdishshetty,und,Fake
3937,"@sanjukta 2024 - VOTE FOR MODI JEE 
2029 - VOTE FOR MOTA BHAI 
2034 - VOTE FOR MOTA BHAI 
2039 - VOTE FOR YOGI JEE 
2044 - VOTE FOR YOGI JEE",hi,Fake
3938,@LicypriyaK @PMOIndia https://t.co/RTrJ7AAKGQ,und,Fake
3939,@DrRPNishank @iitdelhi @narendramodi,und,Fake
3940,RT @Bulletp76088648: @Swamy39 @jagdishshetty https://t.co/CS91cKI5ge,und,Fake
3941,"2024 - VOTE FOR MODI JEE 
2029 - VOTE FOR MOTA BHAI 
2034 - VOTE FOR MOTA BHAI 
2039 - VOTE FOR YOGI JEE 
2044 - VO… https://t.co/gR1L30qPGz",hi,Fake
3942,bising tu mcm baru pertama kali jee jdi ehh,in,Fake
3943,RT @Bulletp76088648: @Swamy39 @jagdishshetty,und,Fake
3944,RT @Bulletp76088648: @Swamy39 @jagdishshetty,und,Fake
3945,@DrRPNishank silent majority?agli baar yahi silent majority lok sabha me bhi le lena. Jo exam nahi de paaye unka ky… https://t.co/4DziEDHu5q,tl,Fake
3946,@suniejes_ Yah emang jee huuu,in,Fake
3947,RT @Sandhyaborole: #PostponeNEET_JEE @PMOIndia @DrRameshPokhri8 https://t.co/9YMd2aIqLO,und,Fake
3948,@myogiadityanath jee fyiaa.,in,Fake
3949,#PlzSaveUs_NEETpostpone_ModiJi,und,Fake
3950,RT @Bulletp76088648: @Swamy39 @jagdishshetty,und,Fake
3951,@sakshijoshii https://t.co/DlHCVOxqWd,und,Fake
3952,#SpeakUpForSSCRailwayStudents,und,Fake
3953,"RT @SurjeetChaura15: #PrayForJEEStudents  #SaveNEETStudents_Modiji 
@Swamy39  @VKVishnoi2  @jagdishshetty  @anubha1812  @Prateek48306957  @…",und,Fake
3954,"@jawafess ""Nduk. Nang,  nek butuh kresek karo minyak kayu putih ngomong bu guru ya""
""Enek sg nggowo soptek ora rekk… https://t.co/srwTXRTfNb",in,Fake
3955,RT @itsharshil11: @DrRPNishank silent majority?agli baar yahi silent majority lok sabha me bhi le lena. Jo exam nahi de paaye unka kya hoga…,tl,Fake
3956,Jay ho Modi jee,hi,Fake
3957,#postponeNEETandJEE,und,Fake
3958,#postponeNEETandJEE,und,Fake
3959,"RT @Alokmittal_: Ab yeh hi dekhna baaki bacha tha...
@DrRPNishank @DG_NTA  kab Tak chalega yeh sab.. 
We want resignation of @DrRPNishank i…",hi,Fake
3960,RT @ayeshallnotcare: JEE toh kar raha hai ki NEET hi pee jaau!,hi,Fake
3961,RT @Bulletp76088648: @Swamy39 @jagdishshetty https://t.co/CS91cKI5ge,und,Fake
3962,"@HariKri46710281 @LiveLawIndia @DrRPNishank Mera bhi yhi h me bhi n de Pauga 
Iska koi solution n h kya ? Ki apn ag… https://t.co/1AddAxRARu",et,Fake
3963,"RT @gauaadmi: Venue- Ion Digital Zone , Patliputra,Patna,Bihar
Time- 12:16 pm

RIP IN ADVANCE #NEET WALO
 https://t.co/v17bPdFNXk",in,Fake
3964,RT @Ayush_sahu_dev: @DrRPNishank https://t.co/sbW2QGc1RT,und,Fake
3965,jee,und,Fake
3966,"RT @kapildrparmar: @sanjukta 2024 - VOTE FOR MODI JEE 
2029 - VOTE FOR MOTA BHAI 
2034 - VOTE FOR MOTA BHAI 
2039 - VOTE FOR YOGI JEE 
2044…",hi,Fake
3967,RT @ayeshallnotcare: JEE toh kar raha hai ki NEET hi pee jaau!,hi,Fake
3968,RT @Bulletp76088648: @Swamy39 @jagdishshetty,und,Fake
3969,"@codaine KAK JEE, INI MAU MAM",in,Fake
3970,#SpeakUpforSSCRailwaysStudends,und,Fake
3971,RT @VISHALK40466552: Itna mehanat karte sir result 1 saal se nhi aya mai isi saal apne pita ko kho diya sir is dukh ki situation mai hum to…,hi,Fake
3972,RT @StudyUmang: #Speakupforsscrailwaystudents,und,Fake
3973,"RT @rohit2701singh: @shubham_kr0036 @11Petitioners @sudhirchaudhary Har exam center me 50% log hi paper dene aaye h.
#NEET2020 #JEE_NEET #J…",nl,Fake
3974,RT @Hemlata19787261: @shubham_kr0036 @11Petitioners @sudhirchaudhary Haa re yrr sudhir ji ne to sbki exam krwa di ek din me hi vo b bht ach…,in,Fake
3975,#SOPFailed_ResignNishank,und,Fake
3976,"RT @Alokmittal_: Ab yeh hi dekhna baaki bacha tha...
@DrRPNishank @DG_NTA  kab Tak chalega yeh sab.. 
We want resignation of @DrRPNishank i…",hi,Fake
3977,RT @Bulletp76088648: @Swamy39 @jagdishshetty,und,Fake
3978,Balan jee ..ab appka heart break hua hai rhea ke liye bhaut dukh hua ..but unka kya jinka beta Gaya hai.jinka bhai… https://t.co/jEa1oV4IM4,hi,Fake
3979,RT @HRDministry: @DrRPNishank https://t.co/brIY8QZ57z,und,Fake
3980,RT @Bulletp76088648: @Swamy39 @jagdishshetty https://t.co/CS91cKI5ge,und,Fake
3981,RT @Bulletp76088648: @Swamy39 @jagdishshetty,und,Fake
3982,"RT @Shreyatweets02: JEE MAINS DAY-2 
ION digital centre, patliputra,Bihar
#SpeakUpforSSCRailwaysStudends #StudentLivesMatter #JEEMain https…",in,Fake
3983,"G meeting pencapaian ni syok bila kpi trcapai jee. Bila bos tnjuk result, sume dok tgk kk mana yg x trcapai lol",in,Fake
3984,RT @Vikash95646233: #SpeakUpforSSCRailwaysStudends #epfo_ssa_skilltest #SSCdeclareCGLresult @socialepfo @all_epf @PMOIndia @LabourMinistry…,und,Fake
3985,"RT @b_sohith: @NoExamsin2020 @DrRPNishank Uss hashtag ko trend karwao aaj
Shayad JEE Mains he delay ho jaye.
#SOPFailed_ResignNishank",hi,Fake
3986,RT @Bulletp76088648: @Swamy39 @jagdishshetty https://t.co/CS91cKI5ge,und,Fake
3987,"RT @Alokmittal_: Ab yeh hi dekhna baaki bacha tha...
@DrRPNishank @DG_NTA  kab Tak chalega yeh sab.. 
We want resignation of @DrRPNishank i…",hi,Fake
3988,"RT @Alokmittal_: Ab yeh hi dekhna baaki bacha tha...
@DrRPNishank @DG_NTA  kab Tak chalega yeh sab.. 
We want resignation of @DrRPNishank i…",hi,Fake
3989,@LicypriyaK ya h nta ki tyri baccho ki jindagi se mat khelo @DrRPNishank,in,Fake
3990,RT @NIKHILE58760557: #SOPFailed_ResignNishank,und,Fake
3991,RT @muhsnashik: #JEEMain,und,Fake
3992,RT @Bulletp76088648: @Swamy39 @jagdishshetty,und,Fake
3993,"RT @Shreyatweets02: JEE MAINS DAY-2 
ION digital centre, patliputra,Bihar
#SpeakUpforSSCRailwaysStudends #StudentLivesMatter #JEEMain https…",in,Fake
3994,#SOPFailed_ResignNishank,und,Fake
3995,RT @77singh_singh: @DrRPNishank @narendramodi @PMOIndia @BJP4India @PIBHindi @PIB_India @DDNewslive @DDNewsHindi @MIB_Hindi @MIB_India http…,und,Fake
3996,"@imVkohli @Natasa_Official @AnushkaSharma Actor y actress banne ke baad hindi me ni baat kar sakte kya??...

Y ye l… https://t.co/wurSnsmjFO",et,Fake
3997,RT @LSavour: Abe zero year ke chamche kha gye. Aankhe khol aur dekh. @DrRPNishank @DG_NTA @EduMinOfIndia @HMOIndia @PMOIndia @narendramodi…,hi,Fake
3998,"RT @gauaadmi: Venue- Ion Digital Zone , Patliputra,Patna,Bihar
Time- 12:16 pm

RIP IN ADVANCE #NEET WALO
 https://t.co/v17bPdFNXk",in,Fake
3999,"Ae ri sakhi mein ang ang aaj rang daar doon... 
Apne jee se prem rang kaise mein utar doon!… https://t.co/dz4LG7gBwI",hi,Fake
4000,"Matlab maar ke hi manoge..
Good sir sabka din ata hai hamara bhi ayega next election be ready",tl,Fake
4001,"RT @ssup_folkx: #postponeNEETandJEE 
#POSTPONEJEE_NEET 
#JEENEET 
#NEETisSocial_Injustice 
#NEETJEEpostponekaro",und,Fake
4002,"RT @Shreyatweets02: JEE MAINS DAY-2 
ION digital centre, patliputra,Bihar
#SpeakUpforSSCRailwaysStudends #StudentLivesMatter #JEEMain https…",in,Fake
4003,@SoniaSinha34 NEET aspirant ho ya jee,hi,Fake
4004,RT @NaveenSarojYada: #StudentsDislikesModi #SpeakUpForSSCRailwaysStudents #SpeakUpForSSCRailwayStudent #SpeakUpForSSCRailwaysStudent #Mann_…,und,Fake
4005,"@GaganPratapMath #SpeakUpForSSCRailwayStudents
#SSCdeclareCGLresult
#BoycottSSCchairmain 
@PMOIndia 
Sudhar jao SSC… https://t.co/flibrCpTOa",hi,Fake
4006,@DrRPNishank @DG_NTA @PMOIndia @narendramodi,und,Fake
4007,RT @itsharshil11: @DrRPNishank silent majority?agli baar yahi silent majority lok sabha me bhi le lena. Jo exam nahi de paaye unka kya hoga…,tl,Fake
4008,@ShashiK38878599 @TejashSharma20 @Yours_Purvi @Arunsinghsir @YadavAnja @Vaide_522 @ShivrajKaBhanja @KanganaTeam… https://t.co/RWWUdCBFy3,hi,Fake
4009,RT @Bulletp76088648: @Swamy39 @jagdishshetty,und,Fake
4010,@narendramodi @PMOIndia https://t.co/B7kTgdZFsP,und,Fake
4011,RT @subhanshi20: #PiyushGoyal #rrbalptraining #Railwayexamkrao #railwayalp https://t.co/6L3VLVj6oP,und,Fake
